13:00:38 | INFO    | src.utils.seed               | Seeded with 1234; deterministic algorithms NOT requested
13:00:38 | DEBUG   | src.models.attention         | Registered attention implementation 'sdpa_no_gqa'
13:00:38 | DEBUG   | src.models.attention         | Registered attention implementation 'sdpa_grouped_decode'
13:00:38 | DEBUG   | src.models.attention         | Registered attention implementation 'fp32_reference'
13:00:38 | INFO    | src.models.loader            | Loading Qwen/Qwen2.5-7B-Instruct at bf16 (bfloat16; the reference precision for this project.) onto cuda:0 from local files
13:00:38 | DEBUG   | src.monitoring.gpu           | GPU sampling disabled by config
13:00:45 | INFO    | src.models.loader            | Loaded in 6.72s | weights 14526 MiB | device idle 16078 MiB (baseline 1528 MiB)
13:02:01 | INFO    | __main__                     | r0 sdpa_no_gqa b1 c512                   decode  42.32 tok/s  x1   =     42.3 tok/s  peak   14635 MiB
13:02:04 | INFO    | __main__                     | r0 sdpa_grouped_decode b1 c512           decode  42.95 tok/s  x1   =     43.0 tok/s  peak   14635 MiB
13:02:08 | INFO    | __main__                     | r0 sdpa_no_gqa b2 c512                   decode  39.57 tok/s  x2   =     79.1 tok/s  peak   14736 MiB
13:02:11 | INFO    | __main__                     | r0 sdpa_grouped_decode b2 c512           decode  40.45 tok/s  x2   =     80.9 tok/s  peak   14736 MiB
13:02:15 | INFO    | __main__                     | r0 sdpa_no_gqa b4 c512                   decode  38.03 tok/s  x4   =    152.1 tok/s  peak   14929 MiB
13:02:19 | INFO    | __main__                     | r0 sdpa_grouped_decode b4 c512           decode  40.92 tok/s  x4   =    163.7 tok/s  peak   14929 MiB
13:02:23 | INFO    | __main__                     | r0 sdpa_no_gqa b8 c512                   decode  35.63 tok/s  x8   =    285.1 tok/s  peak   15319 MiB
13:02:27 | INFO    | __main__                     | r0 sdpa_grouped_decode b8 c512           decode  40.39 tok/s  x8   =    323.1 tok/s  peak   15319 MiB
13:02:34 | INFO    | __main__                     | r0 sdpa_no_gqa b16 c512                  decode  29.04 tok/s  x16  =    464.7 tok/s  peak   16102 MiB
